Sample,vglut2-: vgat+ Cell Density (cells/mm^2),vglut2-: vgat+ Cell Count,vglut2-: vgat+ Cell Area (mm^2),vglut2-: vgat+ Cell Percentage,vglut2-: vgat+ Intensity,vglut2+: vgat- Cell Density (cells/mm^2),vglut2+: vgat- Cell Count,vglut2+: vgat- Cell Area (mm^2),vglut2+: vgat- Cell Percentage,vglut2+: vgat- Intensity,Double Positive Cell Density (cells/mm^2),Double Positive Cell Count,Double Positive Cell Area (mm^2),Double Positive Cell Percentage,Total Cell Area (mm^2),Total Annotation Area (mm^2),VP Annotation Area (mm^2)
2024_06_25__RecognizedCode-13.czi - Scene #0.csv,3382.9712460124683,457,0.1110082966,82.64014466546112,644.1595052516412,681.035786943429,92,0.0230398743,16.636528028933093,138.17425869565218,29.610251606236044,4,0.0010401780000000001,0.7233273056057866,0.1350883489,,0.9780783000000001
