"","Sample","Positive Cell Density (cells/mm^2)","Positive Cell Count","Positive Cell %","Positive Cell Intensity","Positive Cell Area (mm^2)","Negative Cell Count","Negative Cell Area (mm^2)","Annotation Area (mm^2)","Total Cell Count"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
